CRN,Fac ID,Lname,Fname,Minitial,Position,Subject,Course,Section,Title,Campus,Active or Cncld,LEC or Oth,Crse Del Type,Session,Credits,WLF,Bud Code,Contact Hrs,Days,Beg Time,End Time,Seats CAP,Enroll,Waitlist Capacity,Waitlist Actual,Bldg,Rm,Xlist,UT Email,Message
41799,,,,,,IXD,2000,01,Intro to Tangible Interaction,A01,A,STU,P,1,3,4,BA,,MW,1000,1230,5,0,24,0,SMITH,114,,,
41800,,,,,,IXD,3500,01,Interface Design,A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,24,0,24,0,SMITH,127,,,
41801,,,,,,IXD,4200,01,Tangible Interaction,A01,A,STU,P,1,3,4,BA,,TR,1500,1730,24,0,12,0,SMITH,114,,,
40536,,,,,,MATH,900,01,Transitional Math I,A01,A,LEL,E,1,4,4,BU,,MTWR,0900,0950,40,0,10,0,SNOW,144,,,
40874,,,,,,MATH,900,02,Transitional Math I,A01,A,LEL,E,1,4,4,BU,,TR,1300,1440,40,0,10,0,SNOW,144,,,
42513,,,,,,MATH,900,03,Transitional Math I,A01,A,LEL,P,1,4,4,BU,,MTWR,1000,1050,40,0,25,0,SNOW,144,,,
41941,,,,,,MATH,900,04,Transitional Math I,A01,A,LEL,P,1,4,4,BU,,MW,1630,1810,40,0,10,0,SNOW,3,,,
42767,,,,,,MATH,900,05,Transitional Math I,A01,A,LEL,P,1,4,4,BU,,MW,1300,1440,40,0,10,0,SNOW,3,,,
42228,,,,,,MATH,900,40,Transitional Math I,O01,A,LEL,I,1,4,4,BU,,,,,40,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
42015,,,,,,MATH,900,41,Transitional Math I,O01,A,LEL,I,1,4,4,BU,,,,,40,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
43300,,,,,,MATH,900,50,Transitional Math I,A01,A,LEL,P,1,4,4,BU,,MW,1800,1940,40,0,20,0,SNOW,144,,,
40950,,,,,,MATH,980,01,Transitional Math IIB,A01,A,LEC,P,1,4,4,BU,,MTWR,1100,1150,40,0,10,0,SNOW,144,,,
40951,,,,,,MATH,980,02,Transitional Math IIB,A01,A,LEC,P,1,4,4,BU,,MTWR,1000,1050,40,0,10,0,SNOW,3,,,
40952,,,,,,MATH,980,03,Transitional Math IIB,A01,A,LEC,P,1,4,4,BU,,MTWR,0900,0950,40,0,10,0,SNOW,3,,,
41041,,,,,,MATH,980,04,Transitional Math IIB,A01,A,LEC,P,1,4,4,BU,,MTWR,1200,1250,40,0,10,0,SNOW,144,,,
41042,,,,,,MATH,980,05,Transitional Math IIB,A01,A,LEC,P,1,4,4,BU,,TR,1300,1440,40,0,10,0,SNOW,3,,,
41043,,,,,,MATH,980,06,Transitional Math IIB,A01,A,LEC,P,1,4,4,BU,,MW,1300,1440,40,0,10,0,SNOW,144,,,
41939,,,,,,MATH,980,07,Transitional Math IIB,A01,A,LEC,P,1,4,4,BU,,TR,1500,1640,40,0,10,0,SNOW,144,,,
41940,,,,,,MATH,980,08,Transitional Math IIB,A01,A,LEC,P,1,4,4,BU,,MW,1500,1640,40,0,10,0,SNOW,144,,,
42750,,,,,,MATH,980,09,Transitional Math IIB,A01,A,LEC,P,1,4,4,BU,,TR,1630,1810,40,0,20,0,SNOW,3,,,
43006,,,,,,MATH,980,10,Transitional Math IIB,A01,A,LEC,P,1,4,4,BU,,MTWR,0800,0850,40,0,20,0,SNOW,144,,,
40953,,,,,,MATH,980,40,Transitional Math IIB,O01,A,LEC,I,1,4,4,BU,,,,,40,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41785,,,,,,MATH,980,41,Transitional Math IIB,O01,A,LEC,I,1,4,4,BU,,,,,40,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41153,,,,,,MATH,1010,01,Intermediate Algebra,A01,A,LEC,P,1,4,4,BA,,MTWR,0900,0950,40,0,10,0,SNOW,151,,,
42621,,,,,,MATH,1010,02,Intermediate Algebra,A01,A,LEC,P,1,4,4,BA,,MTWR,1100,1150,39,0,20,0,SNOW,3,,,
41154,,,,,,MATH,1010,03,Intermediate Algebra,A01,A,LEC,P,1,4,4,BA,,MTWR,1200,1250,40,0,10,0,SNOW,3,,,
41155,,,,,,MATH,1010,04,Intermediate Algebra,A01,A,LEC,P,1,4,4,BA,,MW,1500,1640,40,0,10,0,SNOW,145,,,
41156,,,,,,MATH,1010,05,Intermediate Algebra,A01,A,LEC,P,1,4,4,BA,,MW,1300,1440,40,0,10,0,SNOW,145,,,
42724,,,,,,MATH,1010,06,Intermediate Algebra,A01,A,LEC,P,1,4,4,BA,,MTWR,1000,1050,40,0,20,0,SNOW,151,,,
42141,,,,,,MATH,1010,07,Intermediate Algebra,A01,A,LEC,P,1,4,4,BA,,TR,1500,1640,39,0,10,0,SNOW,147,,,
41552,,,,,,MATH,1010,40,Intermediate Algebra,O01,A,LEC,I,1,4,4,BA,,,,,39,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
42622,,,,,,MATH,1010,50,Intermediate Algebra,A01,A,LEC,P,1,4,4,BA,,TR,1800,1940,39,0,20,0,SNOW,124,,,
40476,,,,,,MATH,1010,81J,Intermediate Algebra,C02,A,LEC,P,CE,4,4,SF,,,,,50,0,0,0,,,,,
43009,,,,,,MATH,1010,81X,Intermediate Algebra,C02,A,LEC,P,CE,4,4,SF,,,,,40,0,0,0,,,,,
41722,,,,,,MATH,1010,82J,Intermediate Algebra,C04,A,LEC,P,CE,4,4,SF,,,,,60,0,0,0,,,,,
43033,,,,,,MATH,1010,82X,Intermediate Algebra,C04,A,LEC,P,CE,4,4,SF,,,,,40,0,0,0,,,,,
41952,,,,,,MATH,1010,83J,Intermediate Algebra,C03,A,LEC,P,CE,4,4,SF,,,,,75,0,0,0,,,,,
42507,,,,,,MATH,1010,83X,Intermediate Algebra,C03,A,LEC,P,CE,4,4,SF,,,,,30,0,0,0,,,,,
41710,,,,,,MATH,1010,85J,Intermediate Algebra,C22,A,LEC,P,CE,4,4,SF,,,,,50,0,0,0,,,,,
42113,,,,,,MATH,1010,86J,Intermediate Algebra,C30,A,LEC,P,CE,4,4,SF,,,,,40,0,0,0,,,,,
41734,,,,,,MATH,1010,88J,Intermediate Algebra,C13,A,LEC,P,CE,4,4,SF,,,,,50,0,0,0,,,,,
41481,,,,,,MATH,1010,89J,Intermediate Algebra,UOS,A,LEC,I,CE,4,4,SF,,,,,30,0,0,0,,,,,
42395,,,,,,MATH,1010,A8J,Intermediate Algebra,C24,A,LEC,P,CE,4,4,SF,,,,,35,0,0,0,,,,,
41730,,,,,,MATH,1010,R8J,Intermediate Algebra,C27,A,LEC,P,CE,4,4,SF,,,,,30,0,0,0,,,,,
40527,,,,,,MATH,1010,V8J,Intermediate Algebra,C10,A,LEC,P,Y,4,4,SF,,,,,25,0,0,0,,,,,
40537,,,,,,MATH,1030,01,Quantitative Reasoning (MA),A01,A,LEC,P,1,3,3,BA,,TR,0730,0845,40,0,10,0,SNOW,150,,,
40590,,,,,,MATH,1030,02,Quantitative Reasoning (MA),A01,A,LEC,P,1,3,3,BA,,MWF,0900,0950,40,0,10,0,SNOW,145,,,
40757,,,,,,MATH,1030,03,Quantitative Reasoning (MA),A01,A,LEC,P,1,3,3,BA,,MWF,1000,1050,40,0,10,0,SNOW,145,,,
40943,,,,,,MATH,1030,04,Quantitative Reasoning (MA),A01,A,LEC,P,1,3,3,BA,,TR,1030,1145,39,0,10,0,SNOW,124,,,
42230,,,,,,MATH,1030,05,Quantitative Reasoning (MA),A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,40,0,10,0,SNOW,150,,,
42231,,,,,,MATH,1030,06,Quantitative Reasoning (MA),A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,38,0,10,0,SNOW,150,,,
40875,,,,,,MATH,1030,40,Quantitative Reasoning (MA),O01,A,LEC,I,1,3,3,BA,,,,,35,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
40839,,,,,,MATH,1030,80J,Quantitative Reasoning (MA),C01,A,LEC,P,CE,3,3,SF,,,,,50,0,0,0,,,,,
41973,,,,,,MATH,1030,81J,Quantitative Reasoning (MA),C02,A,LEC,P,CE,3,3,SF,,,,,30,0,0,0,,,,,
40844,,,,,,MATH,1030,84J,Quantitative Reasoning (MA),C06,A,LEC,P,CE,3,3,SF,,,,,25,0,0,0,,,,,
40846,,,,,,MATH,1030,89J,Quantitative Reasoning (MA),UOS,A,LEC,I,CE,3,3,SF,,,,,25,0,0,0,ONLINE,,,,
41461,,,,,,MATH,1030,A8J,Quantitative Reasoning (MA),C24,A,LEC,I,CE,3,3,SF,,,,,50,0,0,0,ONLINE,,,,"

ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.dixie.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.dixie.edu.  Online Delivery Fee: $30/credit.
"
41014,,,,,,MATH,1030,U8J,Quantitative Reasoning (MA),C21,A,LEC,I,CE,3,3,SF,,,,,25,0,0,0,,,,,
41167,,,,,,MATH,1040,01,Introduction to Statistics (MA),A01,A,LEC,P,1,3,3,BA,,MWF,0800,0850,38,0,10,0,SNOW,124,,,"Fulfills General Education Mathematics requirement for students majoring in Communications, Social & Behavioral Sciences, Fine Arts, Liberal Arts, or Exercise Science. Introduction to basic concepts and methods used in statistical data analysis, includes descriptive statistics, sampling, and inferential methods while emphasizing problem solving and critical thinking. Data comparisons such as t-tests and ANOVA will also be covered. StatCrunch is used to perform statistical calculations, organize and analyze data, and construct graphs. Required for Utah Level 2 Math Endorsement. Students are cautioned to check degree and/or transfer requirements before taking this course. This course was selected to participate in Dixie State University's Supplemental Instruction (SI) Program. This course adds one weekly class SI session but does not increase credit hours. SI is a series of weekly review sessions, led by peer SI leaders and designed to help students succeed in their academic pursuits. SI is provided for students who want to improve their understanding of course material and improve their grades. Inclusive Access Course Material fees may apply, see Fees tab under each course section for details. **COURSE LEARNING OUTCOMES (CLOs) At the successful conclusion of this course, students will be able to: 1. Define statistics and think statistically; distinguish between population and sample, parameter and statistic, qualitative and quantitative variables, discrete and continuous variables. 2. Organize and summarize qualitative and quantitative date using different display methods including frequency/relative frequency distribution, bar graph, pie chart, histogram, and stem-and-leaf etc.; Compute and interpret descriptive statistics, including mean, median, mode, standard deviation, and five number summary with box plot. 3. Draw and interpret scatter diagrams; compute and interpret linear correlation coefficient; find and interpret the least-squares regression line and use the line to make predictions. 4. Identify sample space and events of a probability experiment; apply probability rules including addition rule and multiplication rule; identify mutually exclusive events and independent events; solve counting problems including multiplication rule, permutation and combination; Interpret probability distributions including binomial distribution, uniform distribution and normal distribution. 5. Describe sampling distribution of sample mean and sample proportion; Construct and interpret confidence interval for population proportion, population mean and population standard deviation. 6. Test hypotheses about one sample and two samples population proportion, population mean and population standard deviation using both classical approach and p-value approach; Perform goodness-of-fit test for distributions and one-way ANOVA test for three or more means."
41239,,,,,,MATH,1040,02,Introduction to Statistics (MA),A01,A,LEC,P,1,3,3,BA,,MWF,0900,0950,39,0,10,0,SNOW,124,,,
40758,,,,,,MATH,1040,03,Introduction to Statistics (MA),A01,A,LEC,P,1,3,3,BA,,MWF,1000,1050,39,0,10,0,SNOW,124,,,
40717,,,,,,MATH,1040,04,Introduction to Statistics (MA),A01,A,LEC,P,1,3,3,BA,,MW,1500,1615,39,0,10,0,SNOW,112,,,
41392,,,,,,MATH,1040,05,Introduction to Statistics (MA),A01,A,LEC,P,1,3,3,BA,,MW,1200,1315,40,0,10,0,SNOW,112,,,
41023,,,,,,MATH,1040,06,Introduction to Statistics (MA),A01,A,LEC,P,1,3,3,BA,,MW,1200,1315,40,0,10,0,SNOW,124,,,
41393,,,,,,MATH,1040,07,Introduction to Statistics (MA),A01,A,LEC,P,1,3,3,BA,,MW,1330,1445,39,0,10,0,SNOW,124,,,
41194,,,,,,MATH,1040,08,Introduction to Statistics (MA),A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,40,0,20,0,SNOW,124,,,
42017,,,,,,MATH,1040,14,Introduction to Statistics (MA),A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,40,0,20,0,SNOW,124,,,
42018,,,,,,MATH,1040,15,Introduction to Statistics (MA),A01,A,LEC,P,1,3,3,BA,,TR,1630,1745,39,0,10,0,SNOW,112,,,
40759,,,,,,MATH,1040,40,Introduction to Statistics (MA),O01,A,LEC,I,1,3,3,BA,,,,,38,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
42725,,,,,,MATH,1040,41,Introduction to Statistics (MA),O01,A,LEC,I,1,3,3,BA,,,,,39,0,20,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41706,,,,,,MATH,1040,80J,Introduction to Statistics (MA),C01,A,LEC,P,CE,3,3,SF,,,,,50,0,0,0,,,,,
41031,,,,,,MATH,1040,83J,Introduction to Statistics (MA),C03,A,LEC,P,CE,3,3,SF,,,,,100,0,0,0,,,,,
41456,,,,,,MATH,1040,85J,Introduction to Statistics (MA),C22,A,LEC,P,CE,3,3,SF,,,,,50,0,0,0,,,,,
42125,,,,,,MATH,1040,88J,Introduction to Statistics (MA),C13,A,LEC,P,CE,3,3,SF,,,,,35,0,0,0,,,,,
41015,,,,,,MATH,1040,89J,Introduction to Statistics (MA),UOS,A,LEC,I,CE,3,3,SF,,,,,50,0,0,0,,,,,
41968,,,,,,MATH,1040,W8J,Introduction to Statistics (MA),C20,A,LEC,P,CE,3,3,SF,,,,,50,0,0,0,,,,,
41297,,,,,,MATH,1050,01,College Algebra / Pre-Calculus (MA),A01,A,LEC,P,1,4,4,BA,,MTWR,0800,0850,40,0,10,0,SNOW,3,,,
40287,,,,,,MATH,1050,02,College Algebra / Pre-Calculus (MA),A01,A,LEC,P,1,4,4,BA,,MTWR,0900,0950,38,0,10,0,SNOW,150,,,
41238,,,,,,MATH,1050,03,College Algebra / Pre-Calculus (MA),A01,A,LEC,P,1,4,4,BA,,MTWR,1100,1150,38,0,10,0,SNOW,151,,,
40288,,,,,,MATH,1050,04,College Algebra / Pre-Calculus (MA),A01,A,LEC,P,1,4,4,BA,,TR,1300,1440,39,0,10,0,SNOW,147,,,
40289,,,,,,MATH,1050,40,College Algebra / Pre-Calculus (MA),O01,A,LEC,I,1,4,4,BA,,,,,52,0,10,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41202,,,,,,MATH,1050,80J,College Algebra / Pre-Calculus (MA),C01,A,LEC,P,CE,4,4,SF,,,,,50,0,0,0,,,,,
40518,,,,,,MATH,1050,82J,College Algebra / Pre-Calculus (MA),C04,A,LEC,P,CE,4,4,SF,,,,,60,0,0,0,,,,,
40584,,,,,,MATH,1050,83J,College Algebra / Pre-Calculus (MA),C03,A,LEC,P,CE,4,4,SF,,,,,50,0,0,0,,,,,
41196,,,,,,MATH,1050,84J,College Algebra / Pre-Calculus (MA),C06,A,LEC,P,CE,4,4,SF,,,,,30,0,0,0,,,,,
41457,,,,,,MATH,1050,85J,College Algebra / Pre-Calculus (MA),C22,A,LEC,P,CE,4,4,SF,,,,,60,0,0,0,,,,,
40475,,,,,,MATH,1050,88J,College Algebra / Pre-Calculus (MA),C13,A,LEC,P,CE,4,4,SF,,,,,50,0,0,0,,,,,
41482,,,,,,MATH,1050,89J,College Algebra / Pre-Calculus (MA),UOS,A,LEC,I,CE,4,4,SF,,,,,30,0,0,0,,,,,
41717,,,,,,MATH,1050,A8J,College Algebra / Pre-Calculus (MA),C24,A,LEC,I,CE,4,4,SF,,,,,50,0,0,0,,,,,
40850,,,,,,MATH,1050,K8J,College Algebra / Pre-Calculus (MA),C08,A,LEC,P,CE,4,4,SF,,,,,45,0,0,0,,,,,
41039,,,,,,MATH,1050,V8J,College Algebra / Pre-Calculus (MA),C10,A,LEC,P,Y,4,4,SF,,,,,25,0,0,0,,,,,
41938,,,,,,MATH,1060,02,Trigonometry (MA),A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,36,0,10,0,SNOW,112,,,
40002,,,,,,MATH,1060,03,Trigonometry (MA),A01,A,LEC,P,1,3,3,BA,,TR,1330,1445,37,0,10,0,SNOW,112,,,
41298,,,,,,MATH,1060,04,Trigonometry (MA),A01,A,LEC,P,1,3,3,BA,,MW,1630,1745,39,0,25,0,SNOW,147,,,
42755,,,,,,MATH,1060,05,Trigonometry (MA),A01,A,LEC,P,1,3,3,BA,,MWF,0900,0950,39,0,10,0,SNOW,112,,,
42137,,,,,,MATH,1060,40,Trigonometry (MA),O01,A,LEC,I,1,3,3,BA,,,,,37,0,25,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit.
"
40591,,,,,,MATH,1080,01,Pre-Calculus with Trigonometry (MA),A01,A,LEC,P,1,5,5,BA,,MTWRF,0800,0850,32,0,10,0,SNOW,145,,,
41786,,,,,,MATH,1100,40,Business Calculus (MA),O01,A,LEC,I,1,3,3,BA,,,,,39,0,25,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
40003,,,,,,MATH,1210,01,Calculus I (MA),A01,A,LEC,P,1,4,4,BA,,MTWR,1100,1150,27,0,10,0,SNOW,125,,,
40876,,,,,,MATH,1210,02,Calculus I (MA),A01,A,LEC,P,1,4,4,BA,,MTWR,1000,1050,38,0,10,0,SNOW,125,,,
40202,,,,,,MATH,1210,03,Calculus I (MA),A01,A,LEC,P,1,4,4,BA,,TR,1300,1440,34,0,10,0,SNOW,151,,,
42232,,,,,,MATH,1210,04,Calculus I (MA),A01,A,LEC,P,1,4,4,BA,,MTWR,0800,0850,33,0,10,0,SNOW,125,,,
40004,,,,,,MATH,1220,01,Calculus II (MA),A01,A,LEC,P,1,4,4,BA,,MTWR,0800,0850,33,0,10,0,SNOW,147,,,
41071,,,,,,MATH,1220,02,Calculus II (MA),A01,A,LEC,P,1,4,4,BA,,MTWR,0900,0950,38,0,10,0,SNOW,125,,,
40944,,,,,,MATH,2010,01,Math for Elementary Teachers I,A01,A,LEC,P,1,3,3,BA,,TR,1030,1145,40,0,10,0,SNOW,150,,,
40005,,,,,,MATH,2010,02,Math for Elementary Teachers I,A01,A,LEC,P,1,3,3,BA,,T,1630,1900,40,0,10,0,SNOW,150,,,
40006,,,,,,MATH,2020,01,Math for Elemen Teachers II,A01,A,LEC,P,1,3,3,BA,,W,1630,1900,40,0,10,0,SNOW,150,,,
41908,,,,,,MATH,2050,01,Applied Statistics with Programming,A01,A,LEC,P,1,3,3,BA,,MW,1330,1445,40,0,10,0,SNOW,112,,,
40524,,,,,,MATH,2210,01,Multivariable Calculus (MA),A01,A,LEC,P,1,4,4,BA,,MTWR,0800,0850,40,0,10,0,SNOW,112,,,
40007,,,,,,MATH,2270,01,Linear Algebra,A01,A,LEC,P,1,3,3,BA,,MW,1200,1315,40,0,10,0,SNOW,125,,,
42623,,,,,,MATH,3000,01,History of Mathematics,A01,A,LEC,P,1,3,3,BA,,MWF,0900,0950,40,0,20,0,SNOW,147,,,
42624,,,,,,MATH,3020,40,Geometry and Statistics for Secondary Mathematics Teaching,O01,A,LEC,I,1,3,3,BA,,,,,40,0,20,0,ONLINE,,,,"ONLINE COURSE. You are expected to log into your online course(s) within the first three days of the term, or you may be withdrawn.  To log in, go to canvas.utahtech.edu and follow the log in instructions.  After logging in, click on 'Courses' from the side menu to access your enrolled course(s).  Follow instructions provided by your instructor on the course landing page or syllabus.  For support and additional information, please visit online.utahtech.edu.  Online Delivery Fee: $30/credit."
41787,,,,,,MATH,3120,01,Transition to Advanced Mathematics,A01,A,LEC,P,1,3,3,BA,,MWF,1100,1150,40,0,10,0,SNOW,124,,,
42726,,,,,,MATH,3150,01,Introduction to Partial Differential Equations,A01,A,LEC,P,1,3,3,BA,,MW,1630,1745,40,0,20,0,SNOW,125,,,
41072,,,,,,MATH,3400,01,Probability & Statistics,A01,A,LEC,P,1,3,3,BA,,TR,1030,1145,40,0,10,0,SNOW,145,,,
41073,,,,,,MATH,3410,01,Actuarial Exam P/1 Preparation,A01,A,LEC,P,1,1,1,BA,,W,1200,1250,40,0,10,0,SNOW,151,,,
41171,,,,,,MATH,3500,01,Numerical Analysis,A01,A,LEC,P,1,3,3,BA,,MW,1330,1445,40,0,10,0,SNOW,125,,,
41788,,,,,,MATH,4000,01,Foundations of Algebra,A01,A,LEC,P,1,3,3,BA,,MWF,1000,1050,40,0,10,0,SNOW,112,,,
42140,,,,,,MATH,4500,01,Methods Teach Secondary Math,A01,A,LEC,P,1,3,3,BA,,R,1630,1900,40,0,25,0,SNOW,150,,,
40824,,,,,,MATH,4890R,01,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,40,0,0,0,,,,,
41918,,,,,,MATH,4890R,02,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,40,0,0,0,,,,,
41985,,,,,,MATH,4890R,03,Independent Research,A01,A,INV,P,1,1,0,BA,,,,,40,0,0,0,,,,,
41933,,,,,,MATH,4900,02,Senior Capstone Seminar (ALUR),A01,A,INV,P,1,3,0,BA,,,,,40,0,0,0,,,,,
41963,,,,,,MATH,4900,03,Senior Capstone Seminar (ALUR),A01,A,INV,P,1,3,0,BA,,,,,40,0,0,0,,,,,
41990,,,,,,MATH,4900,04,Senior Capstone Seminar (ALUR),A01,A,INV,P,1,3,0,BA,,,,,40,0,0,0,,,,,
40877,,,,,,MECH,1000,01,Introduction to Design & Rapid Prototyping,A01,A,LEC,P,1,3,3,BA,,MWF,0900,0950,40,0,10,0,SET,226,,,
40941,,,,,,MECH,1000,02,Introduction to Design & Rapid Prototyping,A01,A,LEC,P,1,3,3,BA,,MWF,1000,1050,39,0,10,0,SET,226,,,
41054,,,,,,MECH,1000,03,Introduction to Design & Rapid Prototyping,A01,A,LEC,P,1,3,3,BA,,MWF,1330,1420,39,0,10,0,SET,226,,,
41744,,,,,,MECH,1000,04,Introduction to Design & Rapid Prototyping,A01,A,LEC,P,1,3,3,BA,,MWF,1500,1550,38,0,10,0,SET,226,,,
43327,,,,,,MECH,1000,86J,Introduction to Design & Rapid Prototyping,C30,A,LEC,P,CE,3,3,SF,,,,,60,0,0,0,,,,,
40878,,,,,,MECH,1005,01,Introduction to Design & Rapid Prototyping Lab,A01,A,LAB,P,1,0,0.5,BA,,M,0800,0850,15,0,10,0,SET,226,,,
40879,,,,,,MECH,1005,02,Introduction to Design & Rapid Prototyping Lab,A01,A,LAB,P,1,0,0.5,BA,,T,0800,0850,16,0,10,0,SET,226,,,
40880,,,,,,MECH,1005,03,Introduction to Design & Rapid Prototyping Lab,A01,A,LAB,P,1,0,0.5,BA,,W,0800,0850,15,0,10,0,SET,226,,,
40881,,,,,,MECH,1005,04,Introduction to Design & Rapid Prototyping Lab,A01,A,LAB,P,1,0,0.5,BA,,R,0800,0850,16,0,10,0,SET,226,,,
40942,,,,,,MECH,1005,05,Introduction to Design & Rapid Prototyping Lab,A01,A,LAB,P,1,0,0.5,BA,,F,0800,0850,16,0,10,0,SET,226,,,
41046,,,,,,MECH,1005,06,Introduction to Design & Rapid Prototyping Lab,A01,A,LAB,P,1,0,0.5,BA,,M,1630,1720,16,0,10,0,SET,226,,,
41047,,,,,,MECH,1005,07,Introduction to Design & Rapid Prototyping Lab,A01,A,LAB,P,1,0,0.5,BA,,T,1630,1720,16,0,10,0,SET,226,,,
41076,,,,,,MECH,1005,08,Introduction to Design & Rapid Prototyping Lab,A01,A,LAB,P,1,0,0.5,BA,,W,1630,1720,16,0,10,0,SET,226,,,
41055,,,,,,MECH,1005,09,Introduction to Design & Rapid Prototyping Lab,A01,A,LAB,P,1,0,0.5,BA,,R,1630,1720,15,0,10,0,SET,226,,,
41056,,,,,,MECH,1005,10,Introduction to Design & Rapid Prototyping Lab,A01,A,LAB,P,1,0,0.5,BA,,F,1630,1720,16,0,10,0,SET,226,,,
43328,,,,,,MECH,1005,86J,Introduction to Design & Rapid Prototyping Lab,C30,A,LAB,P,CE,0,0.5,SF,,,,,60,0,0,0,,,,,
40883,,,,,,MECH,1100,01,Manufacturing Processes,A01,A,LEC,P,1,3,3,BA,,TR,0900,1015,38,0,10,0,SET,226,,,
41902,,,,,,MECH,1100,02,Manufacturing Processes,A01,A,LEC,P,1,3,3,BA,,TR,1200,1315,39,0,10,0,SET,226,,,
41793,,,,,,MECH,1150,01,Prototyping Techniques,A01,A,LBC,P,1,2,6,BA,,MW,1500,1750,19,0,10,0,SET,225,,,
